0,98,105
0,237,105
0,83,195
1,169,18
2,34,64
3,174,2
0,148,20
0,143,91
1,102,114
2,90,196
3,164,75
4,174,207
5,80,15
6,154,175
7,246,189
8,59,10
9,196,250
10,217,95
11,84,249
12,197,215
13,16,227
14,242,121
15,229,93
16,1,73
17,54,77
18,49,161
19,175,157
20,157,153
21,118,73
22,51,208
23,3,94
24,148,35
25,134,39
26,81,112
27,27,38
28,126,112
29,41,92
30,54,89
31,237,90
32,70,20
33,10,85
34,189,195
35,224,48
36,254,242
37,140,60
38,58,57
39,77,115
40,144,93
41,240,16
42,200,11
43,176,65
44,162,69
45,148,229
46,129,141
47,222,5
48,19,184
49,20,154
50,229,34
51,249,75
52,111,138
53,177,222
54,22,112
55,24,71
56,149,158
57,78,65
58,71,155
59,113,66
60,109,79
61,88,232
62,105,19
63,180,199
64,121,151
65,154,68
66,46,145
67,212,136
68,108,54
69,80,209
70,26,249
71,150,134
72,68,46
73,36,79
74,109,132
75,93,153
76,103,108
77,26,92
78,160,24
79,176,152
80,190,166
81,68,115
82,157,36
83,244,9
84,43,237
85,163,134
86,184,211
87,154,82
88,115,45
89,245,195
90,183,79
91,145,251
92,137,96
93,9,49
94,7,241
95,144,36
96,236,215
97,127,189
98,182,111
99,158,249
100,170,7
101,64,127
102,5,240
103,174,174
104,251,91
105,75,130
106,250,158
107,45,92
108,227,213
109,219,253
110,27,166
111,51,187
112,228,93
113,141,201
114,47,205
115,199,144
116,156,130
117,177,71
118,173,170
119,166,95
120,143,66
121,222,66
122,205,43
123,205,120
124,58,216
125,234,152
126,0,100
127,153,232
128,212,231
129,98,10
130,2,6
131,164,225
132,193,241
133,149,126
134,159,117
135,138,104
136,28,112
137,206,37
138,18,249
139,251,238
140,241,3
141,1,35
142,63,8
143,118,10
144,217,219
145,41,187
146,13,28
147,63,124
148,247,47
149,101,57
150,233,202
151,73,134
152,181,66
153,77,252
154,160,215
155,83,208
156,81,193
157,7,140
158,64,151
159,87,18
160,217,253
161,158,113
162,12,28
163,127,80
164,42,108
165,220,32
166,146,141
167,205,113
168,223,17
169,235,215
170,162,93
171,32,213
172,37,178
173,108,217
174,16,107
175,178,143
176,243,206
177,221,184
178,38,103
179,138,244
180,114,230
181,30,49
182,241,91
183,184,145
184,46,101
185,65,69
186,126,80
187,242,190
188,222,209
189,186,87
190,79,168
191,124,144
192,54,198
193,72,132
194,208,11
195,199,175
196,123,130
197,46,204
198,155,92
199,91,219
200,17,189
201,183,23
202,184,57
203,197,46
204,73,237
205,49,15
206,54,78
207,174,43
208,106,236
209,8,112
210,31,212
211,44,107
212,188,21
213,223,182
214,98,114
215,27,236
216,137,11
217,61,245
218,15,111
219,187,66
220,56,225
221,55,155
222,166,224
223,224,218
224,57,153
225,193,137
226,110,206
227,88,129
228,55,221
229,67,85
230,134,208
231,155,254
232,141,111
233,205,218
234,254,40
235,166,96
236,28,58
237,225,203
238,48,158
239,83,115
240,93,129
241,98,200
242,40,59
243,204,65
244,169,88
245,105,3
246,101,204
247,137,122
248,229,12
249,50,108
250,1,50
251,64,204
252,200,123
253,168,213
254,94,254
255,219,255
256,23,241
257,179,14
258,46,36
259,17,3
260,122,212
261,245,207
262,95,160
263,188,139
264,204,59
265,180,80
266,88,138
267,169,110
268,96,243
269,17,202
270,12,185
271,204,161
272,247,173
273,148,196
274,82,106
275,161,28
276,17,22
277,227,104
278,252,89
279,137,137
280,119,142
281,63,99
282,171,131
283,188,219
284,232,96
285,177,9
286,240,171
287,177,246
288,238,6
289,43,78
290,242,103
291,28,191
292,223,38
293,5,180
294,239,12
295,27,247
296,36,28
297,18,86
298,62,187
299,126,195
300,201,208
301,116,217
302,76,109
303,220,127
304,239,43
305,253,215
306,75,109
307,38,185
308,102,74
309,27,63
310,5,80
311,109,214
312,182,197
313,3,4
314,0,24
315,35,226
316,29,182
317,130,171
318,179,64
