0,106,226
0,55,102
0,115,164
0,157,238
1,208,152
2,165,174
3,29,33
0,151,205
0,174,121
1,203,104
2,29,69
3,223,198
4,197,133
5,104,73
6,113,37
7,139,92
8,223,60
9,114,57
10,190,98
11,103,182
12,176,254
13,10,77
14,235,228
15,204,40
16,66,3
17,134,193
18,114,228
19,170,233
20,116,175
21,100,139
22,237,207
23,202,162
24,93,214
25,161,20
26,139,206
27,51,224
28,243,11
29,10,208
30,94,180
31,171,226
32,188,214
33,118,15
34,22,65
35,142,51
36,134,92
37,107,49
38,116,199
39,201,215
40,87,255
41,148,86
42,138,103
43,49,27
44,233,130
45,61,22
46,197,159
47,204,247
48,94,17
49,236,73
50,186,20
51,150,252
52,233,181
53,187,94
54,237,184
55,224,245
56,50,164
57,248,95
58,179,126
59,72,6
60,70,106
61,12,176
62,107,63
63,71,225
64,160,167
65,38,21
66,206,11
67,143,119
68,197,130
69,71,194
70,11,66
71,47,225
72,151,216
73,156,192
74,169,157
75,27,83
76,18,72
77,219,39
78,42,112
79,152,32
80,159,104
81,194,120
82,109,210
83,173,1
84,51,38
85,15,73
86,106,250
87,50,55
88,0,53
89,202,111
90,67,1
91,46,42
92,16,114
93,202,108
94,72,95
95,104,240
96,91,219
97,7,161
98,197,234
99,245,1
100,195,102
101,239,201
102,80,192
103,20,179
104,203,220
105,0,126
106,243,158
107,122,34
108,127,118
109,134,225
110,194,19
111,178,77
112,145,92
113,144,48
114,47,65
115,232,110
116,73,240
117,128,186
118,49,239
119,187,77
120,141,162
121,19,228
122,93,152
123,9,90
124,178,148
125,113,180
126,151,49
127,102,183
128,8,91
129,205,187
130,123,86
131,170,83
132,70,254
133,97,248
134,194,122
135,75,19
136,92,65
137,121,222
138,183,219
139,246,55
140,255,64
141,115,8
142,97,155
143,120,188
144,233,252
145,25,30
146,149,11
147,62,18
148,128,173
149,148,52
150,59,49
151,40,57
152,22,88
153,110,17
154,6,209
155,205,218
156,200,130
157,129,225
158,244,42
159,190,109
160,172,9
161,206,151
162,226,134
163,221,35
164,95,99
165,7,56
166,47,230
167,16,252
168,75,18
169,142,135
170,84,255
171,49,124
172,170,70
173,2,208
174,118,22
175,67,116
176,87,121
177,114,51
178,31,142
179,36,207
180,109,248
181,14,225
182,213,108
183,179,54
184,246,210
185,190,55
186,184,135
187,187,10
188,154,166
189,209,158
190,107,145
191,208,52
192,85,137
193,91,107
194,7,106
195,7,94
196,209,34
197,217,135
198,218,90
199,14,213
200,224,241
201,129,216
202,47,15
203,40,14
204,38,80
205,242,185
206,57,112
207,158,237
208,35,64
209,196,82
210,210,236
211,54,228
212,154,209
213,25,140
214,72,6
215,98,207
216,214,143
217,146,154
218,102,139
219,53,118
220,27,242
221,5,192
222,76,54
223,168,146
224,232,165
225,187,195
226,130,107
227,136,53
228,239,37
229,233,169
230,201,26
231,14,93
232,180,81
233,133,22
234,151,87
235,147,68
236,137,224
237,27,149
238,68,219
239,208,216
240,145,229
241,171,79
242,52,163
243,163,227
244,169,255
245,52,103
246,201,89
247,196,1
248,31,183
249,198,135
250,53,253
251,46,135
252,87,232
253,20,182
254,137,233
255,229,5
256,37,10
257,130,28
258,190,38
259,219,169
260,167,168
261,159,211
262,227,97
263,32,248
264,108,102
265,124,152
266,76,161
267,161,92
268,175,198
269,30,117
270,235,78
271,119,153
272,86,250
273,64,124
274,140,207
275,217,250
276,241,251
277,233,116
278,207,156
279,62,127
280,5,22
281,121,186
282,174,201
283,115,112
284,232,253
285,37,127
286,145,194
287,121,39
288,137,213
289,70,136
290,141,237
291,96,33
292,50,186
293,160,58
294,229,199
295,249,27
296,154,205
297,24,112
298,19,111
299,161,138
300,114,47
301,0,162
302,61,246
303,98,29
304,27,146
305,253,68
306,161,238
307,246,231
308,105,229
309,196,174
310,3,32
311,221,157
312,193,40
313,63,211
314,158,93
315,214,67
316,234,13
317,253,166
318,6,53
319,62,64
320,122,238
321,145,245
322,50,254
323,20,61
324,220,54
325,105,164
326,239,108
327,136,202
328,36,2
329,128,172
330,213,202
331,209,13
332,158,157
333,208,39
334,110,243
335,37,106
336,96,134
337,114,97
338,150,243
339,106,26
340,116,197
341,178,75
342,154,251
343,143,60
344,148,0
345,167,90
346,81,182
347,6,58
348,248,101
349,64,26
350,77,198
351,185,174
352,8,28
353,98,115
354,249,167
355,192,31
356,202,223
357,183,8
358,111,155
359,185,72
360,196,51
361,1,118
362,137,104
363,109,218
364,126,176
365,186,251
366,90,21
367,31,12
368,59,208
369,31,156
370,151,97
371,54,150
372,77,184
373,126,125
374,68,248
375,83,69
376,141,36
377,41,229
378,89,4
379,245,109
380,165,250
381,78,3
382,104,80
383,82,123
384,204,185
385,141,40
386,72,109
387,121,33
388,223,17
389,229,10
390,132,26
391,9,87
392,170,139
393,101,136
394,153,209
395,12,33
396,130,19
397,25,114
398,21,142
399,240,187
400,167,52
401,92,195
402,0,13
403,172,5
404,81,249
405,178,159
406,109,232
407,9,235
408,211,35
409,228,88
410,163,92
411,116,187
412,177,2
413,175,152
414,246,155
415,72,227
416,197,186
417,234,51
418,207,10
419,167,127
420,245,78
421,217,111
422,81,224
423,187,235
424,145,232
425,6,114
426,185,192
427,67,147
428,101,26
429,65,23
430,107,105
431,100,1
432,55,62
433,230,101
434,247,116
435,142,227
436,127,101
437,74,61
438,45,112
439,192,16
440,237,129
441,130,30
442,230,1
443,220,110
444,158,136
445,237,229
446,58,103
447,130,170
448,136,135
449,172,87
450,10,164
451,130,226
452,239,168
453,178,223
454,76,11
455,204,36
456,134,24
457,234,91
458,196,87
459,228,58
460,135,147
461,43,165
462,130,193
463,235,60
464,254,108
465,65,66
466,255,100
467,174,247
468,7,199
469,36,186
470,59,115
471,196,36
472,137,164
473,247,101
474,41,254
475,75,170
476,168,42
477,239,61
478,43,8
479,217,15
480,153,85
481,235,233
482,224,143
483,109,209
484,164,189
485,254,250
486,23,225
487,210,76
488,23,239
489,112,26
490,151,95
491,69,17
492,54,64
493,173,99
494,110,32
495,215,207
496,35,205
497,216,152
498,185,141
499,160,249
500,6,221
501,34,233
502,128,121
503,0,122
504,62,110
505,189,82
506,138,238
507,34,148
508,89,220
509,83,193
510,217,197
511,99,249
512,76,106
513,203,3
514,9,227
515,237,87
516,210,85
517,225,80
518,163,90
519,89,116
520,10,0
521,188,242
522,77,133
523,28,67
524,216,207
525,126,114
526,133,248
527,29,51
528,116,1
529,240,61
530,46,215
531,220,212
532,201,242
533,113,189
534,214,150
535,227,68
536,136,232
537,194,235
538,214,135
539,240,151
540,131,48
541,251,0
542,0,151
543,73,36
544,26,13
545,2,61
546,40,245
547,249,177
548,222,158
549,32,61
550,32,123
551,252,135
552,0,239
553,150,155
554,110,169
555,115,222
556,159,96
557,6,136
558,78,31
559,74,221
560,102,182
561,191,152
562,53,25
563,195,78
564,40,188
565,41,137
566,175,167
567,231,20
568,211,97
569,158,225
570,183,10
571,244,145
572,179,158
573,94,157
574,222,133
575,219,184
576,49,35
577,253,228
578,167,150
579,248,152
580,154,158
581,149,244
582,43,118
583,66,252
584,30,227
585,232,53
586,71,154
587,180,38
588,108,208
589,165,134
590,172,28
591,212,184
592,162,153
593,70,241
594,127,27
595,26,0
596,113,123
597,98,119
598,36,186
599,117,63
600,224,49
601,14,36
602,80,19
603,46,9
604,75,128
605,230,192
606,233,37
607,149,70
608,120,205
609,95,26
610,170,34
611,158,180
612,62,17
613,99,24
614,156,140
615,203,253
616,44,185
617,220,180
618,244,222
619,91,105
620,160,226
621,194,203
622,243,67
623,111,23
624,247,70
625,219,34
626,58,159
627,130,137
628,160,218
629,5,69
630,175,213
631,248,100
632,191,78
633,90,64
634,114,110
635,82,216
636,4,22
637,152,180
638,43,95
639,77,40
640,15,157
641,162,194
642,255,175
643,221,24
644,97,154
645,134,15
0,60,212
1,226,111
2,153,67
3,246,222
4,175,4
5,198,228
6,147,84
7,45,118
8,161,60
9,15,135
10,124,205
11,214,25
12,138,156
13,80,217
14,255,236
15,81,58
16,144,135
17,137,249
18,90,80
19,156,15
20,108,90
21,244,125
22,238,70
23,154,95
24,69,177
25,150,207
26,237,177
27,133,98
28,200,42
29,242,220
30,59,127
31,136,183
32,158,180
33,180,238
34,209,91
35,233,51
36,101,122
37,134,95
38,204,79
39,105,146
40,142,167
41,155,214
42,223,251
43,97,44
44,37,32
45,113,121
46,18,30
47,124,74
48,181,97
49,210,26
50,178,28
51,214,206
52,112,140
53,179,87
54,105,202
55,166,111
56,206,188
57,45,159
58,30,81
59,223,46
60,86,41
61,203,177
62,60,58
63,28,161
64,186,254
65,24,23
66,2,184
67,143,195
68,23,143
69,34,182
70,254,227
71,194,79
72,71,18
73,17,32
74,214,171
75,89,56
76,205,212
77,66,42
78,78,60
79,202,210
80,143,196
81,138,31
82,236,218
83,237,151
84,2,199
85,173,63
86,235,153
87,168,67
88,160,168
89,158,18
90,56,182
91,138,239
92,105,174
93,87,136
94,128,8
95,245,22
96,156,17
97,223,9
98,154,223
99,146,72
100,174,203
101,13,229
102,102,212
103,90,29
104,68,163
105,23,170
106,117,249
107,115,234
108,7,99
109,28,169
110,247,2
111,69,151
112,71,7
113,185,209
114,36,104
115,114,236
116,77,245
117,114,73
118,225,248
119,13,145
120,124,111
121,95,208
122,100,132
123,181,181
124,175,2
125,246,230
126,125,0
127,241,118
128,104,147
129,102,4
130,41,184
131,20,172
132,135,10
133,40,157
134,232,200
135,247,223
136,71,26
137,172,27
138,92,9
139,180,11
140,28,4
141,174,21
142,50,170
143,221,22
144,45,225
145,245,115
146,239,1
147,142,221
148,4,136
149,50,115
150,133,109
151,211,172
152,43,186
153,133,248
154,68,131
155,85,194
156,13,97
157,87,238
158,7,250
159,74,6
160,58,76
161,139,122
162,110,109
163,24,126
164,162,110
165,97,198
166,194,147
167,64,198
168,199,95
169,237,0
170,162,90
171,97,231
172,96,107
173,134,95
174,218,170
175,14,111
176,62,80
177,157,171
178,231,156
179,143,6
180,128,157
181,155,33
182,35,149
183,47,187
184,82,59
185,40,145
186,211,83
187,164,90
188,82,184
189,59,169
