x,humidity,temperature
452,70.0,23.0
453,70.0,23.0
454,70.0,23.0
455,70.0,23.0
456,70.0,23.0
457,70.0,23.0
458,70.0,23.0
459,70.0,23.0
460,70.0,23.0
461,70.0,23.0
462,70.0,23.0
463,70.0,23.0
464,70.0,23.0
465,70.0,23.0
466,70.0,23.0
467,69.0,23.0
468,69.0,23.0
0,72.0,23.0
1,72.0,23.0
2,71.0,23.0
3,71.0,23.0
4,71.0,23.0
5,71.0,23.0
6,71.0,23.0
7,71.0,23.0
8,71.0,23.0
9,71.0,23.0
10,71.0,23.0
11,71.0,23.0
12,71.0,23.0
13,71.0,23.0
14,71.0,23.0
15,71.0,23.0
16,71.0,23.0
17,71.0,23.0
18,71.0,23.0
19,71.0,23.0
20,71.0,23.0
21,71.0,23.0
22,71.0,23.0
23,71.0,23.0
24,71.0,23.0
25,71.0,23.0
26,71.0,23.0
27,71.0,23.0
28,71.0,23.0
29,71.0,23.0
30,71.0,23.0
31,71.0,23.0
32,71.0,23.0
33,71.0,23.0
34,71.0,23.0
35,71.0,23.0
36,71.0,23.0
37,71.0,23.0
38,71.0,23.0
39,71.0,24.0
40,71.0,24.0
41,71.0,23.0
42,71.0,23.0
43,71.0,24.0
44,71.0,23.0
45,71.0,23.0
46,71.0,23.0
47,71.0,23.0
48,71.0,23.0
49,71.0,24.0
50,71.0,23.0
51,71.0,24.0
52,71.0,24.0
53,71.0,24.0
54,71.0,24.0
55,72.0,23.0
56,71.0,23.0
57,71.0,24.0
58,71.0,24.0
59,71.0,23.0
60,71.0,23.0
61,71.0,23.0
62,71.0,23.0
63,71.0,23.0
64,71.0,23.0
65,71.0,24.0
66,71.0,24.0
67,71.0,24.0
68,71.0,24.0
69,71.0,24.0
70,71.0,23.0
71,71.0,24.0
72,71.0,23.0
73,71.0,24.0
74,71.0,23.0
75,71.0,24.0
76,71.0,24.0
77,71.0,24.0
78,71.0,24.0
79,70.0,24.0
80,68.0,25.0
81,68.0,26.0
82,66.0,26.0
83,65.0,26.0
84,63.0,28.0
85,62.0,28.0
86,62.0,28.0
87,61.0,28.0
88,61.0,28.0
89,59.0,29.0
90,58.0,30.0
91,56.0,31.0
92,53.0,31.0
93,52.0,31.0
94,49.0,33.0
95,43.0,35.0
96,43.0,34.0
97,42.0,34.0
98,39.0,35.0
99,38.0,36.0
100,38.0,36.0
101,37.0,36.0
102,37.0,36.0
103,36.0,36.0
104,35.0,36.0
105,35.0,36.0
106,34.0,36.0
107,34.0,36.0
108,33.0,36.0
109,30.0,37.0
110,28.0,38.0
111,26.0,38.0
112,23.0,39.0
113,22.0,39.0
114,22.0,39.0
115,22.0,39.0
116,22.0,39.0
117,22.0,39.0
118,22.0,39.0
119,22.0,39.0
120,22.0,39.0
121,22.0,39.0
122,22.0,39.0
123,22.0,39.0
124,22.0,39.0
125,22.0,38.0
126,19.0,38.0
127,18.0,38.0
128,14.0,38.0
129,12.0,38.0
130,12.0,38.0
131,12.0,38.0
132,12.0,38.0
133,12.0,38.0
134,12.0,38.0
135,12.0,38.0
136,12.0,38.0
137,12.0,38.0
138,12.0,38.0
139,12.0,38.0
140,12.0,37.0
141,12.0,37.0
142,12.0,37.0
143,12.0,37.0
144,12.0,37.0
145,12.0,37.0
146,12.0,37.0
147,12.0,37.0
148,13.0,37.0
149,14.0,37.0
150,14.0,37.0
151,16.0,36.0
152,16.0,36.0
153,16.0,36.0
154,16.0,36.0
155,137.0,18.0
156,19.0,36.0
157,19.0,36.0
158,19.0,36.0
159,20.0,36.0
160,20.0,35.0
161,25.0,35.0
162,24.0,35.0
163,24.0,35.0
164,24.0,35.0
165,24.0,35.0
166,24.0,35.0
167,24.0,35.0
168,24.0,35.0
169,25.0,34.0
170,25.0,34.0
171,25.0,34.0
172,25.0,34.0
173,25.0,34.0
174,25.0,34.0
175,25.0,34.0
176,25.0,34.0
177,26.0,34.0
178,26.0,34.0
179,26.0,34.0
180,26.0,34.0
181,26.0,33.0
182,26.0,33.0
183,26.0,33.0
184,27.0,33.0
185,27.0,33.0
186,27.0,33.0
187,27.0,33.0
188,28.0,33.0
189,28.0,33.0
190,28.0,33.0
191,29.0,33.0
192,29.0,33.0
193,30.0,33.0
194,30.0,33.0
195,31.0,32.0
196,32.0,32.0
197,32.0,32.0
198,33.0,32.0
199,33.0,32.0
200,34.0,32.0
201,34.0,32.0
202,35.0,32.0
203,35.0,32.0
204,36.0,32.0
205,36.0,32.0
206,36.0,32.0
207,36.0,32.0
208,36.0,32.0
209,36.0,32.0
210,37.0,32.0
211,37.0,31.0
212,37.0,31.0
213,37.0,31.0
214,37.0,31.0
215,37.0,31.0
216,38.0,31.0
217,38.0,31.0
218,38.0,31.0
219,40.0,31.0
220,39.0,31.0
221,39.0,31.0
222,39.0,31.0
223,39.0,31.0
224,40.0,30.0
225,41.0,30.0
226,41.0,30.0
227,41.0,32.0
228,41.0,30.0
229,41.0,30.0
230,41.0,30.0
231,41.0,30.0
232,41.0,30.0
233,42.0,30.0
234,42.0,30.0
235,42.0,30.0
236,42.0,30.0
237,42.0,30.0
238,42.0,30.0
239,42.0,30.0
240,42.0,30.0
241,43.0,30.0
242,43.0,30.0
243,43.0,30.0
244,43.0,30.0
245,43.0,30.0
246,43.0,30.0
247,43.0,30.0
248,44.0,30.0
249,44.0,30.0
250,44.0,30.0
251,44.0,30.0
252,44.0,30.0
253,44.0,30.0
254,44.0,30.0
255,44.0,30.0
256,44.0,29.0
257,44.0,29.0
258,44.0,29.0
259,45.0,29.0
260,45.0,29.0
261,45.0,29.0
262,45.0,29.0
263,45.0,29.0
264,45.0,29.0
265,45.0,29.0
266,45.0,29.0
267,45.0,29.0
268,45.0,29.0
269,46.0,29.0
270,46.0,29.0
271,46.0,29.0
272,47.0,28.0
273,47.0,28.0
274,47.0,28.0
275,47.0,28.0
276,47.0,28.0
277,47.0,28.0
278,47.0,28.0
279,47.0,28.0
280,47.0,28.0
281,47.0,28.0
282,47.0,28.0
283,47.0,28.0
284,47.0,28.0
285,48.0,28.0
286,48.0,28.0
287,48.0,28.0
288,48.0,28.0
289,48.0,28.0
290,48.0,28.0
291,48.0,28.0
292,49.0,28.0
293,49.0,28.0
294,49.0,28.0
295,50.0,28.0
296,50.0,28.0
297,50.0,28.0
298,50.0,28.0
299,51.0,28.0
300,51.0,28.0
301,51.0,28.0
302,52.0,28.0
303,52.0,28.0
304,52.0,28.0
305,52.0,28.0
306,52.0,28.0
307,53.0,28.0
308,53.0,28.0
309,53.0,28.0
310,53.0,28.0
311,53.0,28.0
312,53.0,28.0
313,53.0,28.0
314,53.0,28.0
315,53.0,28.0
316,53.0,28.0
317,53.0,28.0
318,53.0,28.0
319,53.0,28.0
320,53.0,28.0
321,54.0,28.0
322,54.0,28.0
323,55.0,28.0
324,55.0,28.0
325,54.0,27.0
326,55.0,28.0
327,55.0,27.0
328,55.0,27.0
329,55.0,27.0
330,54.0,27.0
331,54.0,27.0
332,57.0,27.0
333,56.0,27.0
334,55.0,27.0
335,55.0,27.0
336,55.0,27.0
337,54.0,27.0
338,54.0,27.0
339,55.0,27.0
340,55.0,27.0
341,55.0,27.0
342,55.0,27.0
343,55.0,27.0
344,55.0,27.0
345,55.0,27.0
346,55.0,27.0
347,55.0,27.0
348,55.0,27.0
349,55.0,27.0
350,56.0,27.0
351,56.0,27.0
352,56.0,27.0
353,56.0,27.0
354,56.0,27.0
355,56.0,27.0
356,56.0,27.0
357,56.0,27.0
358,56.0,27.0
359,56.0,27.0
360,56.0,27.0
361,56.0,27.0
362,57.0,27.0
363,57.0,27.0
364,57.0,27.0
365,57.0,27.0
366,57.0,27.0
367,58.0,27.0
368,58.0,27.0
369,58.0,27.0
370,58.0,27.0
371,58.0,27.0
372,58.0,27.0
373,58.0,26.0
374,57.0,27.0
375,59.0,26.0
376,59.0,26.0
377,59.0,26.0
378,59.0,26.0
379,59.0,26.0
380,59.0,26.0
381,60.0,26.0
382,60.0,26.0
383,60.0,26.0
384,60.0,26.0
385,60.0,26.0
386,59.0,26.0
387,59.0,26.0
388,60.0,26.0
389,60.0,26.0
390,60.0,26.0
391,60.0,26.0
392,60.0,26.0
393,60.0,26.0
394,60.0,26.0
395,60.0,26.0
396,60.0,26.0
397,60.0,26.0
398,60.0,26.0
399,60.0,26.0
400,60.0,26.0
401,60.0,26.0
402,60.0,26.0
403,60.0,26.0
404,60.0,26.0
405,60.0,26.0
406,60.0,26.0
407,60.0,26.0
408,60.0,26.0
409,60.0,26.0
410,60.0,26.0
411,60.0,26.0
412,60.0,26.0
413,60.0,26.0
414,60.0,26.0
415,60.0,26.0
416,60.0,26.0
417,60.0,26.0
418,60.0,26.0
419,60.0,26.0
420,60.0,26.0
421,60.0,26.0
422,60.0,26.0
423,60.0,26.0
424,60.0,26.0
425,60.0,26.0
426,60.0,26.0
427,60.0,26.0
428,60.0,26.0
429,60.0,26.0
430,61.0,26.0
431,61.0,26.0
432,60.0,26.0
433,60.0,26.0
434,60.0,26.0
435,60.0,26.0
436,61.0,26.0
437,61.0,26.0
438,61.0,26.0
439,61.0,26.0
440,61.0,26.0
441,61.0,26.0
442,61.0,26.0
443,61.0,26.0
444,61.0,26.0
445,61.0,26.0
446,61.0,26.0
447,61.0,26.0
448,61.0,26.0
449,61.0,26.0
450,61.0,26.0
451,61.0,26.0
452,61.0,26.0
453,61.0,26.0
454,61.0,26.0
455,61.0,26.0
456,61.0,26.0
457,61.0,26.0
458,61.0,26.0
459,61.0,26.0
460,61.0,26.0
461,61.0,26.0
462,61.0,26.0
463,61.0,26.0
464,61.0,26.0
465,61.0,26.0
466,61.0,26.0
467,61.0,26.0
468,61.0,26.0
469,61.0,26.0
470,61.0,26.0
471,61.0,26.0
472,61.0,26.0
473,61.0,26.0
474,61.0,26.0
475,61.0,26.0
476,61.0,26.0
477,61.0,26.0
478,62.0,26.0
479,61.0,26.0
480,61.0,26.0
481,61.0,26.0
482,61.0,26.0
483,61.0,26.0
484,61.0,26.0
485,61.0,25.0
486,61.0,26.0
487,61.0,26.0
488,61.0,25.0
489,61.0,25.0
490,61.0,26.0
491,61.0,26.0
492,61.0,25.0
493,61.0,25.0
494,61.0,25.0
495,61.0,25.0
496,61.0,25.0
497,61.0,25.0
498,61.0,25.0
499,61.0,25.0
500,62.0,25.0
501,62.0,25.0
502,62.0,25.0
503,62.0,25.0
504,62.0,25.0
505,62.0,25.0
506,62.0,25.0
507,62.0,25.0
508,62.0,25.0
509,62.0,25.0
510,62.0,25.0
511,62.0,25.0
512,62.0,25.0
513,62.0,25.0
514,62.0,25.0
515,62.0,25.0
516,62.0,25.0
517,62.0,25.0
518,62.0,25.0
519,62.0,25.0
520,62.0,25.0
521,62.0,25.0
522,62.0,25.0
523,62.0,25.0
524,62.0,25.0
525,62.0,25.0
526,62.0,25.0
527,62.0,25.0
528,62.0,25.0
529,62.0,25.0
530,62.0,25.0
531,62.0,25.0
532,62.0,25.0
533,62.0,25.0
534,62.0,25.0
535,62.0,25.0
536,63.0,25.0
537,63.0,25.0
538,63.0,25.0
539,63.0,25.0
540,63.0,25.0
541,63.0,25.0
542,63.0,25.0
543,63.0,25.0
544,63.0,25.0
545,63.0,25.0
546,63.0,25.0
547,63.0,25.0
548,63.0,25.0
549,63.0,25.0
550,63.0,25.0
551,63.0,25.0
552,63.0,25.0
553,63.0,25.0
554,63.0,25.0
555,63.0,25.0
556,63.0,25.0
557,63.0,25.0
558,63.0,25.0
559,63.0,25.0
560,63.0,25.0
561,63.0,25.0
562,63.0,25.0
563,63.0,25.0
564,63.0,25.0
565,63.0,25.0
566,63.0,25.0
567,63.0,25.0
568,63.0,25.0
569,63.0,25.0
570,63.0,25.0
571,63.0,25.0
572,63.0,25.0
573,63.0,25.0
574,63.0,25.0
575,63.0,25.0
576,63.0,25.0
577,63.0,25.0
578,63.0,25.0
579,63.0,25.0
580,63.0,25.0
581,63.0,25.0
582,63.0,25.0
583,63.0,25.0
584,63.0,25.0
585,63.0,25.0
586,63.0,25.0
587,63.0,25.0
588,63.0,25.0
589,63.0,25.0
590,63.0,25.0
591,63.0,25.0
592,63.0,25.0
593,63.0,25.0
594,63.0,25.0
595,63.0,25.0
596,63.0,25.0
597,63.0,25.0
598,63.0,25.0
599,63.0,25.0
600,63.0,25.0
601,63.0,25.0
602,63.0,25.0
603,63.0,25.0
604,63.0,25.0
605,63.0,25.0
606,63.0,25.0
607,63.0,25.0
608,63.0,25.0
609,63.0,25.0
610,63.0,25.0
611,63.0,25.0
612,63.0,25.0
613,63.0,25.0
614,63.0,25.0
615,63.0,25.0
616,63.0,25.0
617,63.0,25.0
618,63.0,25.0
619,63.0,25.0
620,63.0,25.0
621,63.0,25.0
622,63.0,25.0
623,63.0,25.0
624,63.0,25.0
625,63.0,25.0
626,63.0,25.0
627,63.0,25.0
628,63.0,25.0
629,63.0,25.0
630,63.0,25.0
631,63.0,25.0
632,63.0,25.0
633,63.0,25.0
634,63.0,25.0
635,63.0,25.0
636,63.0,25.0
637,63.0,25.0
638,63.0,25.0
639,63.0,25.0
640,63.0,25.0
641,63.0,25.0
642,63.0,25.0
643,63.0,25.0
644,63.0,25.0
645,63.0,25.0
646,63.0,25.0
647,63.0,25.0
648,63.0,25.0
649,63.0,25.0
650,63.0,25.0
651,63.0,25.0
652,63.0,25.0
653,63.0,25.0
654,63.0,25.0
655,63.0,25.0
656,63.0,25.0
657,63.0,25.0
658,63.0,25.0
659,63.0,25.0
660,63.0,25.0
661,63.0,25.0
662,63.0,25.0
663,63.0,25.0
664,63.0,25.0
665,63.0,25.0
666,64.0,24.0
667,63.0,25.0
668,64.0,24.0
669,64.0,24.0
670,63.0,25.0
671,64.0,24.0
672,63.0,25.0
673,63.0,25.0
674,63.0,25.0
675,64.0,24.0
676,64.0,24.0
677,64.0,24.0
678,64.0,24.0
679,64.0,24.0
680,64.0,24.0
681,64.0,24.0
682,64.0,24.0
683,64.0,24.0
684,64.0,24.0
685,64.0,24.0
686,64.0,24.0
687,64.0,24.0
688,64.0,24.0
689,64.0,24.0
690,64.0,24.0
691,64.0,24.0
692,64.0,24.0
693,64.0,24.0
694,64.0,24.0
695,64.0,24.0
696,64.0,24.0
697,64.0,24.0
698,64.0,24.0
699,64.0,24.0
700,64.0,24.0
701,64.0,24.0
702,64.0,24.0
703,64.0,24.0
704,64.0,24.0
705,64.0,24.0
706,64.0,24.0
707,64.0,24.0
708,64.0,24.0
709,64.0,24.0
710,64.0,24.0
711,64.0,24.0
712,64.0,24.0
713,64.0,24.0
714,64.0,24.0
715,64.0,24.0
716,64.0,24.0
717,64.0,24.0
718,64.0,24.0
719,64.0,24.0
720,64.0,24.0
721,64.0,24.0
722,64.0,24.0
723,65.0,24.0
724,65.0,24.0
725,65.0,24.0
726,64.0,24.0
727,65.0,24.0
728,65.0,24.0
729,65.0,24.0
730,65.0,24.0
731,65.0,24.0
732,65.0,24.0
733,65.0,24.0
734,65.0,24.0
735,65.0,24.0
736,65.0,24.0
737,65.0,24.0
738,65.0,24.0
739,65.0,24.0
740,65.0,24.0
741,65.0,24.0
742,65.0,24.0
743,65.0,24.0
744,65.0,24.0
745,65.0,24.0
746,65.0,24.0
747,65.0,24.0
748,65.0,24.0
749,65.0,24.0
750,65.0,24.0
751,65.0,24.0
752,65.0,24.0
753,65.0,24.0
754,65.0,24.0
755,65.0,24.0
756,65.0,24.0
757,65.0,24.0
758,65.0,24.0
759,65.0,24.0
760,65.0,24.0
761,65.0,24.0
762,65.0,24.0
763,65.0,24.0
764,65.0,24.0
765,65.0,24.0
766,65.0,24.0
767,65.0,24.0
768,65.0,24.0
769,65.0,24.0
770,65.0,24.0
771,65.0,24.0
772,65.0,24.0
773,65.0,24.0
774,65.0,24.0
775,65.0,24.0
776,65.0,24.0
777,65.0,24.0
778,65.0,24.0
779,65.0,24.0
780,65.0,24.0
781,65.0,24.0
782,65.0,24.0
783,65.0,24.0
784,65.0,24.0
785,65.0,24.0
786,65.0,24.0
787,65.0,24.0
788,65.0,24.0
789,65.0,24.0
790,65.0,24.0
791,65.0,24.0
792,65.0,24.0
793,65.0,24.0
794,65.0,24.0
795,65.0,24.0
796,65.0,24.0
797,65.0,24.0
798,65.0,24.0
799,65.0,24.0
800,65.0,24.0
801,65.0,24.0
802,65.0,24.0
803,65.0,24.0
804,65.0,24.0
805,65.0,24.0
806,65.0,24.0
807,65.0,24.0
808,65.0,24.0
809,65.0,24.0
810,65.0,24.0
811,65.0,24.0
812,65.0,24.0
813,65.0,24.0
814,65.0,24.0
815,65.0,24.0
816,65.0,24.0
817,65.0,24.0
818,65.0,24.0
819,65.0,24.0
820,65.0,24.0
821,65.0,24.0
822,65.0,24.0
823,65.0,24.0
824,65.0,24.0
825,65.0,24.0
826,65.0,24.0
827,65.0,24.0
828,65.0,24.0
829,65.0,24.0
830,65.0,24.0
831,65.0,24.0
832,65.0,24.0
833,65.0,24.0
834,65.0,24.0
835,65.0,24.0
836,65.0,24.0
837,65.0,24.0
838,65.0,24.0
839,65.0,24.0
840,65.0,24.0
841,65.0,24.0
842,65.0,24.0
843,65.0,24.0
844,65.0,24.0
845,65.0,24.0
846,65.0,24.0
847,65.0,24.0
848,65.0,24.0
849,65.0,24.0
850,65.0,24.0
851,65.0,24.0
852,65.0,24.0
853,65.0,24.0
854,65.0,24.0
855,65.0,24.0
856,65.0,24.0
857,65.0,24.0
858,65.0,24.0
859,65.0,24.0
860,65.0,24.0
861,65.0,24.0
862,66.0,24.0
863,65.0,24.0
864,65.0,24.0
865,65.0,24.0
866,65.0,24.0
867,66.0,24.0
868,66.0,24.0
869,66.0,24.0
870,66.0,24.0
871,66.0,24.0
872,66.0,24.0
873,65.0,24.0
874,65.0,24.0
875,65.0,24.0
876,66.0,24.0
877,66.0,24.0
878,66.0,24.0
879,66.0,24.0
880,66.0,24.0
